Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment,1.64,0.31,0,0.16,2.11,86,66,8.3,384,M
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.61,0.47,0.14,2.1,,,,,
Parasite Eve,PS,1998,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1,81,17,8.9,89,M
Tetris DS,DS,2006,Puzzle,Nintendo,0.63,0.05,1.35,0.08,2.1,84,56,8.7,44,E
NBA 2K11,X360,2010,Action,Take-Two Interactive,1.85,0.12,0.01,0.13,2.1,89,50,8.1,100,E
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.21,0.6,0,0.29,2.1,83,58,7.9,429,M
Project Gotham Racing (JP weekly sales),X,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1,,,,,
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ,1.17,0.72,0,0.22,2.1,,,,,
Devil May Cry 3: Dantes Awakening,PS2,2005,Action,Capcom,0.99,0.63,0.29,0.19,2.09,84,60,9,213,M
Derby Stallion,PS,1997,Sports,ASCII Entertainment,0,0,1.96,0.14,2.09,,,,,
Finding Nemo,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09,,,,,
Dead Rising,X360,2006,Action,Capcom,1.16,0.64,0.08,0.2,2.08,85,82,7.6,521,M
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0,0,2.08,90,53,5.5,956,T
Tetris Worlds,PS2,2002,Puzzle,THQ,1.11,0.71,0,0.27,2.08,44,7,6.2,11,E
Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.89,0.04,1.07,0.09,2.08,77,45,7.1,137,E10+
Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0,0,2.08,,,8,15,E
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.8,0.06,0,0.22,2.08,,,5.5,29,E
Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,69,33,8.2,59,E
Rock Band,Wii,2008,Misc,MTV Games,1.33,0.56,0,0.2,2.08,80,21,6.3,37,T
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0,0.11,2.08,,,,,
Portal 2,X360,2011,Shooter,Valve Software,1.41,0.49,0.01,0.17,2.08,95,66,8.5,1000,E10+
Mario Sports Mix,Wii,2010,Sports,Nintendo,0.88,0.44,0.63,0.12,2.08,64,54,7.1,34,E
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07,72,21,7.8,54,E10+
Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive,1.54,0.46,0,0.08,2.07,,,,,
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.93,0,0.22,2.07,49,5,5,25,E
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.19,2.07,73,16,7.1,27,E10+
Mafia III,PS4,2016,Action,Take-Two Interactive,0.48,1.24,0.03,0.32,2.07,68,66,5.1,1194,M
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0,0.07,2.07,,,,,
UFC 2009 Undisputed,X360,2009,Fighting,THQ,1.48,0.39,0,0.19,2.06,83,68,7.9,51,T
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.41,0.96,0.24,2.06,89,66,8.9,445,T
Kirbys Epic Yarn,Wii,2010,Platform,Nintendo,1.42,0.09,0.45,0.1,2.06,86,70,8.6,206,E
Wipeout: The Game,Wii,2009,Misc,Mindscape,1.94,0,0,0.12,2.06,,,5.3,18,E10+
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06,,,,,
The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06,55,13,,,E
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,0.6,0.96,0.13,0.36,2.06,,,,,
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,82,62,8.5,210,E10+
R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06,88,18,9.2,21,
Tom Clancys Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.2,0.62,0.04,0.19,2.06,85,90,7.7,589,M
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games,1.06,0.62,0.13,0.25,2.06,92,41,8.8,120,T
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,72,42,7.1,78,E10+
Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,75,26,8.8,41,E
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1,0.05,0.38,2.05,59,40,5.9,72,T
Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,
NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05,2.05,,,,,
Call of Duty 2,X360,2005,Shooter,Activision,1.84,0.04,0.01,0.16,2.05,89,65,8.1,310,T
Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.64,0.73,0.55,0.12,2.05,57,47,6.2,118,E
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04,72,38,9,34,T
Peter Jacksons King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04,82,41,8.2,69,T
Watch Dogs 2,PS4,2016,Action,Ubisoft,0.56,1.1,0.07,0.31,2.04,82,94,7.9,723,M
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,73,26,6,43,E10+
Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,78,26,8.9,53,E
Dance Central 2,X360,2011,Misc,Microsoft Game Studios,1.45,0.41,0.01,0.16,2.04,86,56,8.2,63,T
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.28,0.02,0.25,2.04,,,,,
Battlefield 4,XOne,2013,Shooter,Electronic Arts,1.27,0.58,0,0.19,2.03,81,5,6.6,482,M
Carnival Games,DS,2008,Misc,Take-Two Interactive,1.22,0.63,0,0.19,2.03,48,11,3.3,4,E
1080\xc2\xb0: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03,,,,,
Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.9,0.45,0.54,0.13,2.03,92,72,9.1,1139,T
NBA Live 2004,PS2,2003,Sports,Electronic Arts,1.57,0.18,0,0.27,2.03,86,19,7.7,41,E
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,1.08,0,0.23,2.03,73,24,7.7,29,E10+
Pok\xc3\xa9mon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.15,0.04,0.83,0,2.02,62,34,8.1,99,E
Just Dance 2015,Wii,2014,Misc,Ubisoft,1,0.85,0,0.17,2.02,,,8.4,5,E10+
Dark Souls,PS3,2011,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,89,54,8.7,1410,M
Just Dance 3,X360,2011,Misc,Ubisoft,1.47,0.39,0,0.16,2.02,70,34,7.7,17,E10+
Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.73,0.88,0.08,0.32,2.01,89,43,7.4,2005,M
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.04,0.03,0.36,2.01,64,48,6.4,183,T
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.49,0.28,0,0.23,2.01,76,44,7,108,T
Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2,,,,,
Dead Space,PS3,2008,Action,Electronic Arts,1.05,0.66,0,0.29,2,88,67,8.8,553,M
TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,2,71,19,5.7,9,E10+
Skate 3,PS3,2010,Sports,Electronic Arts,0.79,0.89,0,0.32,1.99,80,46,7.6,82,T
Tenchu: Stealth Assassins,PS,1997,Action,Activision,0.95,0.64,0.27,0.13,1.99,87,14,8.8,46,M
Tennis,G,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99,,,,,
Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99,76,11,7.9,15,E
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.06,0.26,0.53,0.13,1.98,75,53,7.8,164,E10+
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.92,0.03,0.3,1.98,80,53,6.2,675,E10+
SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98,,,,,
Harry Potter and the Chamber of Secrets,PS,2002,Action,Electronic Arts,0.75,1.09,0.02,0.12,1.98,,,8.5,34,E
Spyro: Enter the Dragonfly,PS2,2002,Platform,Universal Interactive,0.74,0.95,0,0.28,1.97,56,20,4.1,95,E
Devil May Cry 2,PS2,2003,Action,Capcom,0.71,0.58,0.51,0.17,1.97,68,40,6.6,167,M
E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0,0.02,1.97,,,,,
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96,81,57,8.7,34,E10+
Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,,,,,
Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96,,,,,
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,1.96,67,71,5,1409,M
Forza Horizon,X360,2012,Racing,Microsoft Game Studios,0.82,0.93,0.04,0.18,1.96,85,83,8.4,434,T
Tom Clancys Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1.09,0.65,0.02,0.2,1.95,88,69,8.3,225,M
Crash Nitro Kart,PS2,2003,Racing,Vivendi Games,0.74,1.01,0,0.2,1.95,69,24,7.7,61,E
Grand Theft Auto: San Andreas,X,2005,Action,Take-Two Interactive,1.26,0.61,0,0.09,1.95,93,58,8.7,119,AO
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09,1.95,,,7.7,29,T
NBA Street Vol. 2,PS2,2003,Sports,Electronic Arts,1.69,0.2,0,0.06,1.95,90,31,8.8,70,E
Def Jam Vendetta,PS2,2003,Fighting,Electronic Arts,0.95,0.74,0,0.25,1.94,80,33,8.9,42,T
Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.78,0.02,1.05,0.08,1.94,71,29,8,43,E
Burnout Paradise,PS3,2008,Racing,Electronic Arts,1.01,0.62,0.02,0.29,1.94,87,55,7.7,457,E10+
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0,1.94,,,,,E
Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.54,0.23,0,0.16,1.94,72,61,7.5,87,T
The Sims 3,PS3,2010,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,78,39,6.4,55,T
Alleyway,G,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94,,,,,
Scooby Doo and the Cyber Chase,PS,2001,Adventure,THQ,0.59,1.23,0,0.13,1.94,,,7.4,10,E
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.78,0.79,0.05,0.31,1.94,86,81,6,1083,T
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,1.26,0.01,0.18,1.94,87,51,8,106,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,Atari,1.09,0.15,0.65,0.04,1.94,77,32,8.9,140,T
LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.68,0.93,0.01,0.31,1.94,79,78,7.1,507,E
Call of Duty: World at War,Wii,2008,Shooter,Activision,1.17,0.58,0,0.18,1.94,83,19,7.6,78,M
Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07,1.94,,,,,
Tom Clancys Ghost Recon,PS2,2002,Shooter,Ubisoft,1.42,0.4,0,0.12,1.94,63,18,8.3,22,M
BioShock Infinite,X360,2013,Shooter,Take-Two Interactive,1.22,0.54,0.02,0.16,1.93,93,33,8.5,1652,M
X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21,1.93,79,48,8.5,69,T
Destiny,X360,2014,Shooter,Activision,1.32,0.43,0,0.19,1.93,,,4.7,504,T
Forza Motorsport 6,XOne,2015,Racing,Microsoft Game Studios,0.84,0.91,0.03,0.16,1.93,87,85,7.9,865,E
Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0,0.06,1.93,,,,,
Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93,,,,,
Tetris DX,G,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93,,,,,
The Legend of Zelda: Oracle of Ages,G,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92,,,,,
Red Faction,PS2,2001,Shooter,THQ,0.76,0.96,0,0.2,1.92,88,25,8,70,M
The Sims: Makin Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09,1.92,80,22,8.6,31,T
MX Unleashed,PS2,2004,Racing,THQ,0.94,0.73,0,0.25,1.92,80,18,9.2,46,E
PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92,92,15,7.4,48,K-A
Guitar Hero: World Tour,PS3,2008,Misc,Activision,1.1,0.55,0,0.27,1.92,84,43,7.5,80,T
The Elder Scrolls V: Skyrim,PS4,2016,Role-Playing,Bethesda Softworks,0.74,0.82,0.05,0.31,1.92,,,,,
Diablo III,PS3,2013,Role-Playing,Activision,0.72,0.75,0.16,0.29,1.91,86,43,6.4,557,M
Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.75,0.62,0.41,0.13,1.91,,,,,
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.96,0.01,0.22,1.91,83,75,6.5,134,E
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,,,,,
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9,90,45,8.6,80,T
Just Cause 3,PS4,2015,Action,Square Enix,0.5,1.03,0.08,0.29,1.9,73,42,6.5,413,M
Diablo III,PS4,2014,Role-Playing,Activision,0.54,1,0.07,0.29,1.9,,,,,M
Tomb Raider (2013),X360,2013,Action,Square Enix,0.86,0.84,0.01,0.17,1.89,,,,,
Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.48,0,0.29,0.12,1.89,69,31,7.7,59,E
Monopoly,Wii,2008,Misc,Electronic Arts,0.86,0.83,0,0.2,1.89,70,11,7.8,17,E
Madden NFL 09,PS3,2008,Sports,Electronic Arts,1.56,0.14,0,0.18,1.88,85,38,4.4,132,E
Batman: Arkham Origins,X360,2013,Action,Warner Bros. Interactive Entertainment,1.15,0.56,0,0.17,1.88,74,46,7.5,686,T
Game Party 2,Wii,2008,Misc,Midway Games,1.28,0.43,0,0.17,1.88,29,7,4.6,7,E
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,Konami Digital Entertainment,1.37,0.44,0,0.08,1.88,,,,,
Mortal Kombat: Deception,PS2,2004,Fighting,Midway Games,0.92,0.72,0,0.24,1.88,81,43,8.5,90,M
Hot Shots Golf 2,PS,1999,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88,,,,,
Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88,,,,,
Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.04,0.66,0,0.18,1.88,49,15,6.6,13,E
WCW Nitro,PS,1998,Fighting,THQ,1.42,0.36,0.03,0.07,1.88,,,,,
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,Sony Computer Entertainment,1.05,0.54,0.03,0.26,1.88,,,,,
High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87,,,,,
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,82,39,7.7,148,T
Madden NFL 25,PS3,2013,Sports,Electronic Arts,1.6,0.03,0,0.24,1.87,76,19,4.1,91,E
FIFA 2000,PS,1998,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87,,,,,
Dynasty Warriors 3,PS2,2001,Action,THQ,0.53,0.16,1.07,0.1,1.87,78,17,9.1,90,T
LEGO Marvel Super Heroes,PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.79,0.01,0.3,1.87,82,22,7.8,77,E10+
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.96,0.62,0.14,0.15,1.87,,,,,
The Legend of Zelda: Oracle of Seasons,G,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86,,,,,
Madden NFL 06,X,2005,Sports,Electronic Arts,1.75,0.03,0,0.08,1.86,86,39,6.7,41,E
Shrek 2,PS2,2004,Platform,Activision,1.12,0.69,0.03,0.02,1.86,71,32,8.5,27,E
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86,74,12,8.4,253,T
Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86,,,,,
SingStar,PS2,2004,Misc,Sony Computer Entertainment,0,1.37,0,0.49,1.86,,,,,
Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.11,0.56,0,0.18,1.86,71,18,7.9,75,T
NBA Live 2002,PS2,2001,Sports,Electronic Arts,0.91,0.71,0,0.24,1.86,70,16,7.4,8,E
Chrono Cross,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86,94,16,8.1,298,T
Jak 3,PS2,2004,Platform,Sony Computer Entertainment,1.33,0.49,0,0.03,1.85,84,55,8.6,249,T
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85,76,37,7.9,86,E
Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85,,,,,
Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,87,31,7.8,792,M
Phineas and Fer,DS,2009,Action,Disney Interactive Studios,1.33,0.37,0,0.15,1.84,80,4,4.5,8,E
Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,Sony Computer Entertainment,0,1.1,0.42,0.33,1.84,,,,,
NCAA Football 06,PS2,2005,Sports,Electronic Arts,1.53,0.05,0,0.25,1.84,87,25,8.5,36,E
Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.84,80,68,8.9,207,E
Ratchet & Clank (2016),PS4,2016,Platform,Sony Computer Entertainment,0.64,0.85,0.05,0.29,1.84,,,,,
"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0,1.83,,,,,
Sonic Classic Collection,DS,2010,Platform,Sega,0.93,0.73,0,0.17,1.83,70,24,7.5,28,E
Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0,0.2,1.83,67,25,8.3,66,E10+
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,1.83,,,,,
Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83,,,,,
GoldenEye 007 (2010),Wii,2010,Action,Activision,0.84,0.71,0.13,0.16,1.83,,,,,
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83,,,,,
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83,,,,,
inFAMOUS 2,PS3,2011,Action,Sony Computer Entertainment,1.05,0.47,0.08,0.22,1.82,83,90,8.4,935,T
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0,0.22,1.82,82,42,4.8,1270,T
Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,,,,,
Namco Museum,PS2,2001,Misc,Namco Bandai Games,1.73,0.07,0,0.02,1.82,72,9,6,5,E
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,1,0.36,0.13,1.82,,,,,
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0,1.82,85,17,7.8,71,T
Demons Souls,PS3,2009,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,89,81,8.9,1451,M
The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,800,M
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81,82,27,8.2,11,E
Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81,,,,,
Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94,36,8,84,T
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81,88,64,9,179,E
Guitar Hero: World Tour,PS2,2008,Misc,Activision,1,0.03,0,0.77,1.8,,,8,13,T
The Evil Within,PS4,2014,Action,Bethesda Softworks,0.56,0.86,0.11,0.27,1.8,75,65,7.3,1228,M
NBA 2K11,PS3,2010,Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,89,46,7.6,107,E
Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,83,23,8.3,46,E
Madden NFL 07,X360,2006,Sports,Electronic Arts,1.66,0,0.01,0.13,1.8,80,54,6,148,E
NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12,1.8,,,,,
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,492,T
Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79,,,,,
The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.7,0.8,0,0.29,1.79,,,,,
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0.29,0,0.24,1.78,85,41,8.5,48,T
SpongeBob SquarePants: SuperSponge,PS,2001,Action,THQ,1.12,0.58,0,0.08,1.78,,,,,
The Getaway: Black Monday,PS2,2004,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78,57,53,7.6,48,M
Madden NFL 17,XOne,2016,Sports,Electronic Arts,1.57,0.02,0,0.19,1.78,83,30,5.7,43,E
50 Cent: Bulletproof,PS2,2005,Action,Vivendi Games,0.85,0.76,0,0.16,1.77,47,21,6.6,129,M
Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77,,,,,
Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77,,,,,
Dead or Alive 3,X,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77,87,35,8.6,44,T
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.01,0.61,0,0.15,1.77,76,7,7.7,10,E10+
Wii Party U,WiiU,2013,Misc,Nintendo,0.3,0.58,0.84,0.05,1.77,65,38,6.8,135,E
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.02,1.49,0.02,1.76,75,30,7.4,27,E10+
High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.15,0.45,0,0.16,1.76,,,,,
Metroid II: Return of Samus,G,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76,,,,,
WWF Attitude,PS,1998,Fighting,Acclaim Entertainment,1.27,0.42,0,0.07,1.76,,,,,
UFC 2009 Undisputed,PS3,2009,Fighting,THQ,1.07,0.44,0.01,0.24,1.76,84,58,8.1,47,T
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.17,0.43,0,0.17,1.76,,,,,
The SpongeBob SquarePants Movie,PS2,2004,Platform,THQ,1.06,0.54,0,0.16,1.76,75,5,8.9,56,E
Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76,91,29,9.3,198,E
Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76,,,,,
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,,,,,
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0.67,0,0.22,1.76,83,46,8.9,75,M
Tom Clancys Ghost Recon,X,2002,Shooter,Ubisoft,1.23,0.46,0,0.07,1.76,84,29,6,28,M
State of Emergency,PS2,2002,Action,Take-Two Interactive,0.86,0.67,0,0.22,1.76,71,34,5.7,33,M
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0,0.03,1.76,,,,,
Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.86,0.25,0.53,0.12,1.76,,,,,
The Urbz: Sims in the City,PS2,2004,Simulation,Electronic Arts,0.52,0.95,0,0.29,1.76,70,25,8.2,24,T
Star Wars: Starfighter,PS2,2001,Simulation,Activision,0.61,0.87,0.02,0.26,1.76,84,25,8,21,T
Madden NFL 2000,PS,1998,Sports,Electronic Arts,1.68,0.04,0,0.04,1.75,,,,,
Star Wars: Battlefront,X,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75,80,55,9.1,57,T
Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75,,,,,
Just Cause 2,PS3,2010,Action,Square Enix,0.45,0.92,0.06,0.32,1.75,83,66,8,293,M
The Crew,PS4,2014,Racing,Ubisoft,0.37,1.08,0.03,0.27,1.75,61,60,5.4,576,T
Kingdom Hearts,PS3,2013,Role-Playing,Square Enix,0.91,0.35,0.25,0.25,1.75,,,,,
Watch Dogs,PS3,2014,Action,Ubisoft,0.56,0.82,0.1,0.27,1.75,,,5.1,384,M
Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75,,,,,
Kirbys Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75,,,,,
Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,,,,,
FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81,28,7.1,47,E
Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,75,8,340,M
Dance Dance Revolution X,PS2,2008,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75,55,6,6.2,6,E10+
No Mans Sky,PS4,2016,Action,Hello Games,0.66,0.77,0.03,0.28,1.75,71,94,4.5,5146,T
